timestamp,value,source_table,source_db
20250924T184834,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184858,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184923,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T184947,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185012,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185037,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185101,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185126,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185151,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185215,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185240,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185305,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185329,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185354,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185419,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185444,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185509,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185533,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185558,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185623,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185647,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185712,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185737,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185801,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185826,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185851,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185915,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T185940,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T190005,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T190029,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
20250924T190054,45.0,cnt:CO2,/home/parks/tinyIoT/source/server/data.db
